locale,key,value
it,"In spite of limited resources, we find ways to accomplish our objectives.","A dispetto di risorse limitate, noi troviamo il modo di raggiungere i nostri obiettivi."
nl,"In spite of limited resources, we find ways to accomplish our objectives.","Ook als er niet genoeg middelen zijn, vinden we toch een manier om onze doelen te bereiken."
pl,"In spite of limited resources, we find ways to accomplish our objectives.","Pomimo ograniczonych zasobów, znajdujemy sposoby osiągania wyznaczonych celów."
pt,"In spite of limited resources, we find ways to accomplish our objectives.","Apesar da limitação de recursos, nós encontramos maneiras de realizar nossos objetivos."
es,"In spite of limited resources, we find ways to accomplish our objectives.","A pesar de los recursos limitados con que contamos, encontramos la forma de lograr nuestros objetivos."
tr,"In spite of limited resources, we find ways to accomplish our objectives.",Eldeki olanakların sınırlı olmasına karşın hedeflerimize ulaşma yollarını buluruz.
fx,"In spite of limited resources, we find ways to accomplish our objectives.","Malgré des ressources limitées, nous trouvons les moyens d’atteindre nos objectifs."
en,We are cohesive as an organization and work well together.,We are cohesive as an organization and work well together.
en,We are cohesive as an organization and work well together.,We are cohesive as an organization and work well together.
ar,We are cohesive as an organization and work well together.,نحن -كمنظمة - متماسكون ونعمل بشكل جيد معاً.
da,We are cohesive as an organization and work well together.,Folk i organisationen er sammentømret og arbejder godt sammen.
it,We are cohesive as an organization and work well together.,Noi siamo un’organizzazione coesa e lavoriamo bene insieme.
nl,We are cohesive as an organization and work well together.,Als organisatie zijn we samenhangend en werken we goed samen.
pl,We are cohesive as an organization and work well together.,Jesteśmy zintegrowani jako organizacja i dobrze razem współpracujemy.
pt,We are cohesive as an organization and work well together.,Somos coesos como organização e trabalhamos bem em conjunto.
es,We are cohesive as an organization and work well together.,Nos sentimos unidos en la organización y trabajamos bien juntos.
tr,We are cohesive as an organization and work well together.,Kurum olarak uyumlu bir ekibiz ve birlikte iyi çalışıyoruz.
fx,We are cohesive as an organization and work well together.,Nous sommes unis comme organisation et travaillons bien ensemble.
gb,We are cohesive as an organization and work well together.,We are cohesive as an organisation and work well together.
en,We have set challenging goals/objectives in our organization.,We have set challenging goals/objectives in our organization.
en,We have set challenging goals/objectives in our organization.,We have set challenging goals/objectives in our organization.
ar,We have set challenging goals/objectives in our organization.,لدينا - في منظمتنا -غايات وأهداف تثير التحديّ.
da,We have set challenging goals/objectives in our organization.,Vi har formuleret udfordrende mål og målsætninger for organisationen.
it,We have set challenging goals/objectives in our organization.,Noi abbiamo obiettivi sfidanti nella nostra organizzazione.
nl,We have set challenging goals/objectives in our organization.,We hebben uitdagende doelen en doelstellingen in onze organisatie.
pl,We have set challenging goals/objectives in our organization.,Przyjęliśmy ambitne cele i zadania.
pt,We have set challenging goals/objectives in our organization.,Nós temos metas e objetivos desafiadores em nossa organização.
es,We have set challenging goals/objectives in our organization.,Tenemos objetivos y metas desafiantes en nuestra organización.
tr,We have set challenging goals/objectives in our organization.,Kurumumuzda zorlayıcı hedef ve amaçlarımız var.
fx,We have set challenging goals/objectives in our organization.,Nous avons des buts et des objectifs ambitieux dans cette organisation.
gb,We have set challenging goals/objectives in our organization.,We have set challenging goals/objectives in our organisation.
en,Our organization regularly acknowledges and celebrates successes.,Our organization regularly acknowledges and celebrates successes.
en,Our organization regularly acknowledges and celebrates successes.,Our organization regularly acknowledges and celebrates successes.
ar,Our organization regularly acknowledges and celebrates successes.,منظمتنا تنتظم في تقدير نجاحاتنا والاحتفال بها.
da,Our organization regularly acknowledges and celebrates successes.,Vores organisation er opmærksom på at fejre successer.
it,Our organization regularly acknowledges and celebrates successes.,Noi riconosciamo e celebriamo i successi della nostra organizzazione regolarmente.
nl,Our organization regularly acknowledges and celebrates successes.,"We hebben er in onze organisatie oog voor als er iets bereikt is, en succesjes worden samen gevierd."
pl,Our organization regularly acknowledges and celebrates successes.,Nasza organizacja regularnie okazuje uznanie i świętuje swoje sukcesy.
pt,Our organization regularly acknowledges and celebrates successes.,Nossa organização regularmente reconhece e celebra suas vitórias.
es,Our organization regularly acknowledges and celebrates successes.,Regularmente reconocemos y celebramos nuestros éxitos.
